,address,area,building_year,facts,heizkosten,image,kaltmiete,kaution,keywords,nebenkosten,num_rooms,online_id,parking,text_ausstattung,text_description,text_lage,text_sonstiges,text_summary,title,url,warmmiete,postcode,Balcony_Terrace,Elevator
131,"13593 Berlin (Spandau), Cosmarweg 43",36.4,Baujahr 1971,"Balkon, Kelleranteil, Personenaufzug",,https://media-pics1.immowelt.org/5/F/7/A/1D98A34AC87A44409F3AC268B864A7F5.jpg,292.07,"876,22",Anzahl Balkone: 1,"364,87",1.0,2vlkz4e,,"HERZLICH WILLKOMMEN sagt Hensel Immobilien!
Dieses Raumwunder ist dank eines intelligenten Wohnungsschnittes wie geschaffen für Sie als Single!
Bitte beachten Sie, dass die Wohnung derzeit noch für Sie hergerichtet wird. Daher können wir Ihnen im Moment nur beispielhafte Bilder einer ähnlichen Wohnung zeigen.
In der gesamten Wohnung (bis auf das Bad und die Küche) ist mit einem schicken Designerbodenbelag in Holzoptik ausgestattet. Das Bad und die Küche sind gefliest.
Im Flurbereich können bequem Ihre Garderobe und Ihre Straßenschuhe untergebracht werden. Auch für eine Kommode oder einen schmalen Schrank ist durch eine Flurnische Platz gegeben, sodass alles praktisch verstaut werden kann.
Der Wohn-/Schlafbereich bietet Stellflächen für eine Wohnlandschaft mit Schrank und Medienwand und zudem einen Esstisch, direkt vor dem Küchenzugang. Vom Wohnzimmer aus gelangen Sie auf den sehr geräumigen Balkon. Im Kreise Ihrer Liebsten gestalten Sie sich Ihre freie Zeit, nach getaner Arbeit oder am Wochenende, mit einem gemütlichen Frühstück oder einem schönen Grillabend (bitte nur mit E-Grill).
Die Küche verfügt über ein Fenster und bietet Platz für Ihre Einbauküche. In der Küche befindet sich außerdem der Anschluss für Ihre Waschmaschine. Bei geschickter Möblierung können Sie sogar einen kleinen Esstisch für das stärkende Frühstück am Morgen hineinstellen.
Das innenliegende Bad verfügt über eine Wanne, in der Sie nach Feierabend so richtig entspannen können, sowie ein Handwaschbecken mit Kosmetikablage und ein WC.
Wir freuen uns darauf, Ihnen diese herrliche Wohnung zeigen zu dürfen! Eine schöne Woche und auf Wiedersehen, wünscht Hensel Immobilien! :-))",,,"Es wird ausdrücklich darauf hingewiesen, dass die vorstehend angegebene Miete diejenige Miete ist, die im Mietvertrag vereinbart werden wird. Vor dem Hintergrund des Berliner Mietendeckels wird als Zahlbetrag bis auf Weiteres nur eine Nettokaltmiete von 216,58 € gefordert werden. Dabei wird sich der Vermieter im Mietvertrag die Nachforderung von Differenzen und zukünftig vollständige Zahlung insbesondere für den Fall vorbehalten, dass sich die Verfassungswidrigkeit oder sonstige Nichtigkeit des MietenWoG (ganz oder teilweise im Hinblick auf die für die Miete nach dem MietenWoG relevanten Teile) erweisen sollte, das MietenWoG endet oder in sonstiger Weise außer Kraft tritt.
Besichtigungen vor Ort, nach telefonischer Anmeldung unter 030 774 30 63 / 0151 20 10 19 17, möglich.  Für Rückfragen oder Terminabstimmungen erreichen Sie uns außerdem unter unserer E-Mail-Adresse: info@immobilien-hensel-gmbh.de
Unsere Bürozeiten sind Montag bis Donnerstag von 09:00 - 17:00 Uhr und Freitag von 09:00 bis 12:00 Uhr.
Wir freuen uns auf Ihren Anruf!
-----------------------------------------------------------------------------
Trotz gewissenhafter Erstellung des Exposés können Irrtümer auftreten. Eine Haftung dafür schließen wir ausdrücklich aus. Der Zwischenverkauf/die Zwischenvermietung bleibt vorbehalten. Die Verhandlungen mit dem Verkäufer/dem Vermieter sind stets freibleibend, vorbehaltlich des Zwischenverkaufs/der Zwischenvermietung sowie vorbehaltlich der Zustimmung des Verkäufers/des Vermieters. Schadensersatzansprüche aus Beratungs-, Finanzierungskosten etc. werden nicht anerkannt bzw. übernommen. Alle Informationen sind Informationen des Verkäufers/des Vermieters.",Single-Durchstarterwohnung mit Balkon!,Single-Durchstarterwohnung mit Balkon! Etagenwohnung Berlin (2VLKZ4E) ,https://www.immowelt.de/expose/2vlkz4e,"292,07",13593,True,True
132,"10243 Berlin (Friedrichshain), Wriezener Karree 1",91.71,Baujahr 1986,"Balkon, Bad mit Wanne, Einbauküche",200 €,https://media-pics1.immowelt.org/3/B/7/B/67BC5A7921E043EC86A3C7479489B7B3.jpg,971.62,"2.914,86","Anzahl Balkone: 1, 7 Etagen",200,5.0,2vmp24f,,"Allgemein
- tapezierte Wände",,,"In dem Mietvertrag wird eine Nettokaltmiete in Höhe von 971.62 Euro vereinbart.
Es wird ausdrücklich darauf hingewiesen, dass vor dem Hintergrund des Berliner Mietendeckels während des Geltungszeitraums des MietenWoG Bln lediglich eine Nettokaltmiete in Höhe von 646.31 Euro  gefordert und entgegengenommen wird.
Die im Mietvertrag vereinbarte Nettokaltmiete in Höhe von 971.62 Euro wäre dann vollständig zu zahlen, wenn sich die Verfassungswidrigkeit oder sonstige Nichtigkeit des MietenWoG Bln, ganz oder teilweise im Hinblick auf die für die Miete nach dem MietenWoG Bln relevanten Teile, erweisen sollte, dass MietenWoG Bln endet, außer Vollzug gesetzt wird oder in sonstiger Weise außer Kraft tritt.
Bei einer Verfassungswidrigkeit oder sonstigen Nichtigkeit des MietenWoG Bln, ganz oder teilweise im Hinblick auf die für die Miete nach dem MietenWoG Bln relevanten Teile, würde der Vermieter die Differenz zwischen der im Mietvertrag vereinbarten Miete und der nach dem MietenWoG Bln zulässigen Miete seit dem Beginn der Pflicht zur Zahlung der Miete nachfordern.",5-Zimmerwohnung mit Einbauküche mit Wannenbad und Balkon,5-Zimmerwohnung mit Einbauküche mit Wannenbad und Balkon Etagenwohnung Berlin (2VMP24F) ,https://www.immowelt.de/expose/2vmp24f,200 €,10243,True,False
133,14169 Berlin / Zehlendorf,100.91,Baujahr 2019,"Balkon, Garten, Gäste WC, Kelleranteil, barrierefrei, rollstuhlgerecht, seniorengerechtes Wohnen, Personenaufzug","353,19 €",https://media-pics1.immowelt.org/6/E/0/2/21BD0463A2EF4EB5A3B375A9E22C20E6.jpg,2020.0,EUR,"Anzahl der Schlafzimmer: 2, Anzahl der Badezimmer: 2, Anzahl Balkone: 1, 4 Etagen","353,19",3.0,2v2vf4f,,"3 Zimmer
2 Schlafzimmer
Hochwertige Küche mit Siemens Einbaugeräten
1 Wannenbad und WC
Armaturen der Firma Grohe und Duravit
1 Duschbad mit WC
Fußbodenheizung
Wärme- und Schallschutz
Balkon
Markisoletten
Videogegensprechanlage
Personenaufzug (barrierefrei)
extra breite Türen innerhalb der Wohnung
Kellerabstellraum
Personenaufzug
Tiefgaragenstellplatz kann optional für EUR 100,00 angemietet werden
Schön gestalteter Schmuckgarten sowie ein Kinderspielplatz im Zentrum der Häuser Oskar und Helene",,,,Moderne 3-Zimmer-Wohnung in idyllischer und ruhiger Waldrandlage von Dahlem,Moderne 3-Zimmer-Wohnung in idyllischer und ruhiger Waldrandlage von Dahlem Etagenwohnung Berlin / Zehlendorf (2V2VF4F) ,https://www.immowelt.de/expose/2v2vf4f,"353,19 €",14169,True,True
134,14199 Berlin (Schmargendorf),84.4,Baujahr 2020,"Balkon, Kelleranteil, Personenaufzug, Einbauküche, Zentralheizung",285 €,https://media-pics2.immowelt.org/9/E/B/7/D55AAB1A7F1048A089AB58E61BA37BE9.jpg,1420.0,"4.260,00","Anzahl der Schlafzimmer: 2, Anzahl der Badezimmer: 2, Anzahl Balkone: 1, 5 Etagen, Distanz zum Kindergarten: 0.40, Distanz zur Grundschule: 1.00, Distanz zur Realschule: 0.40, Distanz zum Gymnasium: 0.70, Distanz zur Autobahn: 1.00, Distanz vom Zentrum: 4.00",285,3.0,2v3ay4e,,"-Fußbodenheizung in der ganzen Wohnung
- Balkon, Terrasse oder Dachterrasse
- bodentiefe Fenster
- glattweiße Wände
- Eichenechtholzparkett in den Wohnbereichen und Fluren
- Badezimmer mit großformatigen Wandfliesen, hochwertigen Armaturen und Einbauten sowie flachen
Handtuchheizkörpern
- Waschmaschinenanschluss in jeder Wohnung
- Gegensprechanlage
- Einbauküche mit Herd und Spüle",,,"ANFRAGEN BITTE ÜBER DAS KONTAKTFORMULAR
Bei den Bildern handelt es sich um unverbindliche Visualisierungen. Gerne können Sie sich im Zuge einer Besichtigung der Musterwohnung vom MAX & MARIA überzeugen.
WEITERE INFOS UNTER WWW.MAXUNDMARIA.DE
HAFTUNGSAUSSCHLUSS:
Diese Anzeige dient nur der ersten Information und stellt kein Vertragsangebot dar. Die Anzeige begründet keine vertraglichen Ansprüche. Der Inhalt und die Angaben wurden nach bestem Wissen und Gewissen ermittelt. Für Richtigkeit und Vollständigkeit wird keine Haftung übernommen. Die Grundrisse sind nicht zur Maßentnahme geeignet. Bei den Flächenangaben handelt es sich um Planmaße. Bei den Objektbildern handelt es sich um unverbindliche Visualisierungen.",Wohnen in der City West! Hier wartet deine traumhafte 3-Zimmer Wohnung auf dich!,Wohnen in der City West! Hier wartet deine traumhafte 3-Zimmer Wohnung auf dich! Etagenwohnung Berlin (2V3AY4E) ,https://www.immowelt.de/expose/2v3ay4e,285 €,14199,True,True
135,"13158 Berlin (Rosenthal), Nesselweg 17",76.48,Baujahr 2020,"Terrasse, Kelleranteil, Einbauküche, Zentralheizung",230 €,https://media-pics2.immowelt.org/B/F/D/7/FE1A84E916A34D1AB64D2EF4627A7DFB.jpg,1170.0,"3.510,00","Anzahl der Schlafzimmer: 2, Anzahl der Badezimmer: 1, Anzahl Terrassen: 1, 3 Etagen, Distanz zum Kindergarten: 0.90, Distanz zur Grundschule: 1.40, Distanz zum Gymnasium: 2.70, Distanz zur Autobahn: 12.00, Distanz vom Zentrum: 10.00",230,3.0,2va334f,,"- Einbauküche mit Markengeräten
- Fußbodenheizung in der ganzen Wohnung
- Balkon, Terrasse oder Dachterrasse
- bodentiefe Fenster
- glattweiße Wände
- elektrische Außenrollläden im Erdgeschoss, Plissés in den Obergeschossen
- Eichenechtholzparkett in den Wohnbereichen und Fluren
- Badezimmer mit großformatigen Wandfliesen, hochwertigen Armaturen und Einbauten sowie flachen
Handtuchheizkörpern
- Waschmaschinenanschluss in jeder Wohnung
- barrierefreier Zugang in den Erdgeschosswohnungen
- Gegensprechanlage",,,"ANFRAGEN BITTE ÜBER DAS KONTAKTFORMULAR
Bei den Bildern handelt es sich um unverbindliche Visualisierungen. Gerne können Sie sich im Zuge einer Besichtigung der Musterwohnung vom QUARTIER ROSENTHAL überzeugen.
WEITERE INFOS UNTER WWW.QUARTIER-ROSENTHAL.DE
HAFTUNGSAUSSCHLUSS:
Diese Anzeige dient nur der ersten Information und stellt kein Vertragsangebot dar. Die Anzeige begründet keine vertraglichen Ansprüche. Der Inhalt und die Angaben wurden nach bestem Wissen und Gewissen ermittelt. Für Richtigkeit und Vollständigkeit wird keine Haftung übernommen. Die Grundrisse sind nicht zur Maßentnahme geeignet. Bei den Flächenangaben handelt es sich um Planmaße. Bei den Objektbildern handelt es sich um unverbindliche Visualisierungen.",NEUBAU! Exklusiv Wohnen im Herzen Berlins,NEUBAU! Exklusiv Wohnen im Herzen Berlins Wohnung Berlin (2VA334F) ,https://www.immowelt.de/expose/2va334f,230 €,13158,True,False
136,"14199 Berlin (Schmargendorf), Kösener Straße 9",100.13,Baujahr 2020,"Balkon, Bad mit Wanne, Gäste WC, Kelleranteil, Personenaufzug, Zentralheizung, frei, Neubaustandard","350,55 €",https://media-pics2.immowelt.org/A/2/6/4/DB5FA8EF861D45D280107D7F10CF462A.jpg,1401.82,"4.205,46",,"350,55",3.0,2v2634f,,,"- Neubau aus 2020
- Vorderhaus (5 Etagen) und Gartenhaus (3 Etagen)
- Aufzug für das Vorderhaus
- Insgesamt 14 Wohneinheiten
- Solarpanele auf Dach
- 3fach verglaste Fenster
- Parkettböden
- Zimmertüren teilweise mit Glaseinsatz
- Schiebetüren von der Küche zum Wohnzimmer
- Bad mit Dusche, Wanne und Fenster
- Gäste-WC
- Abstellkammer
- Balkon mit Holzdielen
- 3 Zimmer
- Abstellraum für Fahrräder
- Keller","Zwischen Rathaus Schmargendorf und Hundekehlestraße, ruhige Anliegerstraße.",,Nahe Rathaus Schmargendorf und Hundekehlestraße - Neubau Erstbezug in hervorragender Lage!,Nahe Rathaus Schmargendorf und Hundekehlestraße - Neubau Erstbezug in hervorragender Lage! Etagenwohnung Berlin (2V2634F) ,https://www.immowelt.de/expose/2v2634f,"350,55 €",14199,True,True
137,"13158 Berlin (Rosenthal), Nesselweg 17",59.57,Baujahr 2020,"Balkon, Kelleranteil, Einbauküche, Zentralheizung",180 €,https://media-pics2.immowelt.org/F/E/F/1/179880379C134CF6A471421346A01FEF.jpg,790.0,"2.370,00","Anzahl der Schlafzimmer: 1, Anzahl der Badezimmer: 1, Anzahl Balkone: 1, 3 Etagen, Distanz zum Kindergarten: 0.90, Distanz zur Grundschule: 1.40, Distanz zum Gymnasium: 2.70, Distanz zur Autobahn: 12.00, Distanz vom Zentrum: 10.00",180,2.0,2vd634f,,"- Einbauküche mit Markengeräten
- Fußbodenheizung in der ganzen Wohnung
- Balkon, Terrasse oder Dachterrasse
- bodentiefe Fenster
- glattweiße Wände
- elektrische Außenrollläden im Erdgeschoss, Plissés in den Obergeschossen
- Eichenechtholzparkett in den Wohnbereichen und Fluren
- Badezimmer mit großformatigen Wandfliesen, hochwertigen Armaturen und Einbauten sowie flachen
Handtuchheizkörpern
- Waschmaschinenanschluss in jeder Wohnung
- barrierefreier Zugang in den Erdgeschosswohnungen
- Gegensprechanlage",,,"ANFRAGEN BITTE ÜBER DAS KONTAKTFORMULAR
Bei den Bildern handelt es sich um unverbindliche Visualisierungen. Gerne können Sie sich im Zuge einer Besichtigung der Musterwohnung vom QUARTIER ROSENTHAL überzeugen.
WEITERE INFOS UNTER WWW.QUARTIER-ROSENTHAL.DE
HAFTUNGSAUSSCHLUSS:
Diese Anzeige dient nur der ersten Information und stellt kein Vertragsangebot dar. Die Anzeige begründet keine vertraglichen Ansprüche. Der Inhalt und die Angaben wurden nach bestem Wissen und Gewissen ermittelt. Für Richtigkeit und Vollständigkeit wird keine Haftung übernommen. Die Grundrisse sind nicht zur Maßentnahme geeignet. Bei den Flächenangaben handelt es sich um Planmaße. Bei den Objektbildern handelt es sich um unverbindliche Visualisierungen.",Exklusiver Erstbezug im Quartier Rosenthal! Einzelbesichtigungen möglich,Exklusiver Erstbezug im Quartier Rosenthal! Einzelbesichtigungen möglich Etagenwohnung Berlin (2VD634F) ,https://www.immowelt.de/expose/2vd634f,180 €,13158,True,False
138,"14199 Berlin (Schmargendorf), Kösener Straße 9",100.02,Baujahr 2020,"Balkon, Gartenmitbenutzung, Bad mit Wanne, Kelleranteil, Zentralheizung, frei, Neubaustandard, Neubau","350,07 €",https://media-pics1.immowelt.org/5/0/7/8/241909D44C184AA5843C9170D06C8705.jpg,1400.28,"4.200,84",,"350,07",3.0,2vw934f,,,"- Gartenhaus 2. OG
- Neubau aus 2020
- Vorderhaus (5 Etagen) und Gartenhaus (3 Etagen)
- Aufzug für das Vorderhaus
- Insgesamt 14 Wohneinheiten
- Solarpanele auf Dach
- 3fach verglaste Fenster
- Parkettböden
- Zimmertüren teilweise mit Glaseinsatz
- Hauptbad mit  Wanne und Fenster - angrenzend an das Schlafzimmer
- Gäste-WC mit Dusche
- Abstellkammer
- Großer Balkon/Terrasse
- 3 Zimmer + großer und offener Küchenbereich - ohne Einbauten
- Abstellraum für Fahrräder
- Keller","Zwischen Rathaus Schmargendorf und Hundekehlestraße, ruhige Anliegerstraße.",,Große und Offene Wohnküche!  Erstbezug in hervorragender Lage! Nahe Rathaus Schmargendorf,Große und Offene Wohnküche!  Erstbezug in hervorragender Lage! Nahe Rathaus Schmargendorf Etagenwohnung Berlin (2VW934F) ,https://www.immowelt.de/expose/2vw934f,"350,07 €",14199,True,False
139,"13158 Berlin (Rosenthal), Nesselweg 17",65.3,Baujahr 2020,"Terrasse, Kelleranteil, Einbauküche, Zentralheizung",200 €,https://media-pics1.immowelt.org/6/6/6/B/3F5B0EB857D447B28F5B92EF24E8B666.jpg,850.0,"2.550,00","Anzahl der Schlafzimmer: 1, Anzahl der Badezimmer: 1, Anzahl Terrassen: 1, 3 Etagen, Distanz zum Kindergarten: 0.90, Distanz zur Grundschule: 1.40, Distanz zum Gymnasium: 2.70, Distanz zur Autobahn: 12.00, Distanz vom Zentrum: 10.00",200,2.0,2vr834f,,"- Einbauküche mit Markengeräten
- Fußbodenheizung in der ganzen Wohnung
- Balkon, Terrasse oder Dachterrasse
- bodentiefe Fenster
- glattweiße Wände
- elektrische Außenrollläden im Erdgeschoss, Plissés in den Obergeschossen
- Eichenechtholzparkett in den Wohnbereichen und Fluren
- Badezimmer mit großformatigen Wandfliesen, hochwertigen Armaturen und Einbauten sowie flachen
Handtuchheizkörpern
- Waschmaschinenanschluss in jeder Wohnung
- barrierefreier Zugang in den Erdgeschosswohnungen
- Gegensprechanlage",,,"ANFRAGEN BITTE ÜBER DAS KONTAKTFORMULAR
Bei den Bildern handelt es sich um unverbindliche Visualisierungen. Gerne können Sie sich im Zuge einer Besichtigung der Musterwohnung vom QUARTIER ROSENTHAL überzeugen.
WEITERE INFOS UNTER WWW.QUARTIER-ROSENTHAL.DE
HAFTUNGSAUSSCHLUSS:
Diese Anzeige dient nur der ersten Information und stellt kein Vertragsangebot dar. Die Anzeige begründet keine vertraglichen Ansprüche. Der Inhalt und die Angaben wurden nach bestem Wissen und Gewissen ermittelt. Für Richtigkeit und Vollständigkeit wird keine Haftung übernommen. Die Grundrisse sind nicht zur Maßentnahme geeignet. Bei den Flächenangaben handelt es sich um Planmaße. Bei den Objektbildern handelt es sich um unverbindliche Visualisierungen.",Stilvolle Erdgeschosswohnung im Quartier Rosenthal zum Erstbezug!,Stilvolle Erdgeschosswohnung im Quartier Rosenthal zum Erstbezug! Wohnung Berlin (2VR834F) ,https://www.immowelt.de/expose/2vr834f,200 €,13158,True,False
140,10407 Berlin (Prenzlauer Berg),47.0,Baujahr 2019,Personenaufzug,158 €,https://media-pics1.immowelt.org/0/A/4/1/C711241405154EA8B66989E12AC114A0.jpg,1008.0,"3.180,00","Anzahl der Schlafzimmer: 1, Anzahl der Badezimmer: 1, 2 Etagen",158,2.0,2vnr44f,,"- Parkettboden
- Bodentiefe Fenster
- guter Schnitt
- offene Wohnküche inkl. aller Geräte
- Balkon
- Kellerabteil
- Badezimmer inkl. Waschmaschinenanschluss
- Aufzug
- Baujahr 2019",,,"Alle Angaben sind freibleibend, unverbindlich, ohne Gewähr und basieren ausschließlich auf Informationen, die uns von unserem Auftraggeber mitgeteilt wurden. Wir übernehmen keine Gewähr für Vollständigkeit, Richtigkeit und Aktualität. Zwischenvermittlung bleibt vorbehalten. Sollte Ihnen die von uns nachgewiesene Immobilie bereits bekannt sein, teilen Sie uns dieses bitte unverzüglich mit. Die Weitergabe dieses Exposes an Dritte ohne unsere Zustimmung löst gegebenenfalls Schadenersatzansprüche aus.
Provisionshinweis
Dieses Objekt ist Provisionsfrei
Es gelten unsere Allgemeinen Geschäftsbedingungen.
Wir stehen Ihnen mit weiteren Informationen zur Immobilie sowie für Besichtigungen gerne zur Verfügung.
Quartier Zwei Immobilienagentur
Wichertstraße 51A
10439 Berlin
Tel.: 030 99 40 49 520
Email: berlin@quartierzwei.de","Quartier Zwei - schöne 2 Zimmer Wohnung, Neubau am Volkspark Friedrichshain.","Quartier Zwei - schöne 2 Zimmer Wohnung, Neubau am Volkspark Friedrichshain. Etagenwohnung Berlin (2VNR44F) ",https://www.immowelt.de/expose/2vnr44f,158 €,10407,False,True
141,"13507 Berlin (Tegel), Medebacher Weg 6",61.0,Baujahr 1880,"Garten, Bad mit Wanne, Kelleranteil, renoviert, saniert, barrierefrei, seniorengerechtes Wohnen, Einbauküche",128 €,https://media-pics2.immowelt.org/C/D/F/8/F52A3A19C2474CA08D0773729DEF8FDC.jpg,686.0,2022,,128,2.0,2stk33y,,"Die Wohnung mit ZH, wurde komplett saniert, modernisiert und renoviert (gehobener Qualitätsstandard). Wohn- und Schlafzimmerboden sowie Flur mit Diele sind mit Laminat ausgestattet, keine Schwellen. Die Wände sind geschliffen und gestrichen (Güteklasse 3). Haustür Gegensprechanlage vorhanden. Alle Fenster sind mit Innenjalousien versehen.
WZ (Straßenseite): Nach Süd-West ausgerichtet, alle Medienanschlüsse, ISDN und Internet sowie Kabelanschlüsse sind in allen Wohnräumen vorhanden. Kabelfernsehen ist bereits vorinstalliert. Die Grundversorgung ist ohne Anmeldung sofort empfangbar (Kosten sind bereits in den NK enthalten). Fernsehgerät anschließen, alle Grundprogramme sind sofort in HD empfangbar.
SZ (Hofseite): Nach Nord-Ost ausgerichtet, alle Medien komplett vorhanden.
Küche (Straßenseite): Ausrichtung Süd-West, wie WZ. Die Einbauküche ist mit, Ceranfeld - Kochherd und Backofen, Abzugshaube, Geschirrspüler, Kühl- und. Gefrierkombination. Spüle sowie Ober- und Unterschränke ausgestattet.
Fußboden und Wände im Arbeitsbereich sind gefliest, oberhalb des Fliesenspiegels sind die Wände weiß gestrichen. In der Küche ist auch Platz für eine kleine Essecke. Kaltwasserverbrauchszähler sind installiert.
Bad / Toilette (Hofseite): Großes geräumiges Bad mit Fenster, Inventar neu. Fußboden gefliest. Wände: Fliesenhöhe 2,20 m mit Bordüre. Wanne und separate Duschkabine mit Glastür (kleine Einstiegshöhe). Waschschrank mit Spiegel und Schränken. Sprossenheizkörper, Kaltwasserverbrauchszähler und Waschmaschinenanschluss.","- NICHTRAUCHERHAUS -
Ruhiges Mehrfamilienhaus mit 6 WE, Medebacher Weg 6, im beliebten Stadtteil Tegel (Stadtbezirk Reinickendorf). Die komplette Sanierung / Modernisierung wurde Ende 2016 abgeschlossen. Stromleitungen und Medienanschlüsse sind neu. Hausflur und Treppenhaus wurde neu renoviert. Im Erdgeschoss sind Eingangsbereich sowie Wände und Boden mit hochwertigen Granitfliesen versehen. Das Treppenhaus ist mit Kokosläufer ausgestattet. Das Haus ist zur Frontseite nach Süd-West ausgerichtet. Die Hofseite ist bereits mit Grünfläche und Sitzecke versehen. Die Bepflanzung ist noch nicht abgeschlossen. Überdachte Fahrradstellplätze sind auf dem Hof vorhanden, der Gartenbereich / Hof ist verschlossen.","Das Haus liegt in einer ruhigen Seitenstraße mit sehr guter Infrastruktur und angrenzenden Erholungsgebieten mit großen Waldbeständen. Fußläufig in 5 min erreichen Sie den Tegeler See und die Greenwich – Promenade (Fahrgastschiffe: Rundfahrten sowie Fahrten nach Wannsee oder Potsdam) umschlossen mit großen Waldgebieten.
Die Tegeler Fußgängerzone, mit Einzelhandelsgeschäften, Restaurants, Konditoreien, der Markthalle, der Humboldt - Bibliothek,  Ärzte, Banken etc., erreichen Sie fußläufig in 7 - 10min.
In ca.4 min erreichen Sie fußläufig die Hallen am Borsigturm mit Kinos, Restaurants, Media Markt und Einzelhandelsgeschäften und div. Restaurants.
Der Flughafen Tegel ist mit dem PKW ca. 10 min oder mit den öffentlichen Verkehrsmitteln in ca. 20 min erreichbar. Trotzdem kein Fluglärm!
Die öffentlichen Verkehrsmittel, Bus, U-Bahn, S-Bahn sind in max. 8 min fußläufig erreichbar.
Sehr gute Autobahnanbindung.  In ca. 3 - 4 Fahrminuten erreichen Sie die Auffahrt Waidmannsluster Damm oder Holzhauser Str..
Nach ca. 25 - 30 min PKW- Fahrzeit, sind Sie in der Innenstadt (City West und Ost) oder 30 -40 min mit der U - Bahn.",,2 Zi - Woh.  61 qm  Top Lage Tegel - Altstadt.,2 Zi - Woh.  61 qm  Top Lage Tegel - Altstadt. Etagenwohnung Berlin (2STK33Y) ,https://www.immowelt.de/expose/2stk33y,128 €,13507,False,False
142,14199 Berlin (Schmargendorf),58.0,Baujahr 1930,"saniert, Zentralheizung",200 €,https://media-pics1.immowelt.org/2/5/1/8/72F1464A1ACE426B8342BA3E7C8D8152.jpg,522.0,"1.044,00","Anzahl der Schlafzimmer: 1, Anzahl der Badezimmer: 1, Bundesland: Berlin, 2 Etagen",200,2.0,2v2h64f,,,,,,Sonnige und ruhige 2-Zimmerwohnung in Schmargendorf,Sonnige und ruhige 2-Zimmerwohnung in Schmargendorf Etagenwohnung Berlin (2V2H64F) ,https://www.immowelt.de/expose/2v2h64f,522,14199,False,False
143,10785 Berlin (Tiergarten),94.0,Baujahr 2015,"Balkon, Bad mit Wanne, Gäste WC, Kelleranteil, saniert, Personenaufzug, Einbauküche",312 €,https://media-pics2.immowelt.org/E/0/0/B/405E137B52A9433C826195253773B00E.jpg,1800.0,"5.400,00","Stellplatz vorhanden, Gesamtfläche: 94,00 m², Anzahl der Schlafzimmer: 2, Anzahl der Badezimmer: 1, Anzahl der separaten WCs: 1, Anzahl Balkone: 1, Bundesland: Berlin, 3 Etagen",312,3.0,2v4k64f,,"APARTMENT
- Flur
- Gaderobe
- Schlafzimmer I
- Masterbad
- Gäste-WC
- Hauswirtschaftsraum
- Schlafzimmer II
- Wohn- und Essbereich
- Balkon
KELLER
- Kellerraum
TIEFGARAGE
- Stellplatz",,,"Unsere Angebote sind freibleibend und unverbindlich. Die Angaben basieren auf Aussagen des Verkäufers. Irrtum sowie Zwischenverkauf bleiben ausdrücklich vorbehalten. Der Makler-Vertrag mit uns und/oder unserem Beauftragten kommt durch schriftliche Vereinbarung oder durch die Inanspruchnahme unserer Maklertätigkeit auf der Basis des Objekt-Exposés und seiner Bedingungen zustande. Die Käufercourtage in Höhe von 7,14 % auf den Kaufpreis, einschließlich gesetzlicher Mehrwertsteuer, ist mit wirksamen notariellem Kaufvertrag verdient und fällig. Wir bitten um Verständnis, dass wir Detailinformationen nur liefern, sodann Sie uns Ihre kompletten Adress- und Kontaktdaten zukommen lassen haben. Weitere interessante Objekte finden Sie auf unserer Firmenhomepage: www.kensington-berlin.com sowie auf www.kensington-international.com
Eigentümern bieten wir eine kostenlose Einwertung Ihrer Immobilie an.",Wohntraum im Grünen - wunderschönes Apartment am Gleisdreieck Park,Wohntraum im Grünen - wunderschönes Apartment am Gleisdreieck Park Etagenwohnung Berlin (2V4K64F) ,https://www.immowelt.de/expose/2v4k64f,312 €,10785,True,True
