address,area,attic,available_from_date,available_to_date,balcony,bath,bath_availability,bike_cellar,cable_tv,carpet,cellar,dishwasher,elevator,energy_building_year,energy_certificate_type,energy_consumption,energy_efficiency_class,energy_source,flatshare_friendly,floor_level,floorboards,freetext_area_description,freetext_other,freetext_property_description,furnished,garden,geo_latitude,geo_longitude,green_energy,guest_toilet,handicap_accessible,heating,heizungskosten,image,internet_dsl,internet_dsl_speed,internet_flatrate,internet_provider_change,internet_wlan,kaltmiete,kaution,kitchen_availability,laminate,linoleum,nebenkosten,num_rooms,offer_id,offer_in_exchange,online_tour,parking_option,parquet,partly_furnished,pets_allowed,phone_analog,phone_flatrate,phone_isdn,phone_voip,postcode,preis_qm_kalt,public_transport_in_minutes,satellite_tv,shared_garden,shower,smoking_is_allowed,terrace,tiles,title,underfloor_heating,url,warmmiete,washing_machine
Silbersteinstraße,60,0,2019-02-01,0000-00-00,1,0,0,0,,0,0,0,0,,,,,,1,4,0,"Die Wohnung befindet sich in der Silbersteinstraße, eine Seitenstraße der Hermannstraße.
Der S-U Hermannstraße mit Anbindung zur U8 und S- und Ringbahn ist in ca. 3min fußläufig zu erreichen.

Zum Hermannplatz beispielsweise benötigt man mit der Ubahn 6 Minuten.

Einkaufsmöglichkeiten wie REWE, Netto, Dm und Aldi, sowie viele Imbisse und Restaurants sind ebenfalls in ca. 3min zu Fuß zu erreichen.
Das Tempelhoferfeld zum spazieren gehen und der wunderschöne Schillerkiez mit vielen Cafes und Bars sind ca. 10 min zu Fuss entfernt.

Die anderen Bewohner des Hauses sind sehr freundlich, überwiegend Studenten oder Familien.","Wir haben jetzt ca. 3 Jahre in dieser Wohnung gelebt und uns immer sehr wohl gefühlt. Allerdings wollen wir die WG nun auflösen und ich bin auf der Suche nach einer ebenso schönen 1 Zimmerwohnung. 
Mir wäre wichtig, dass sich die neue Wohnung in Neukölln, Kreuzberg, Mitte oder Pberg befindet. 
Hauptsache nicht Wedding. Und bitte nicht teurer als 550 warm.

Ich freue mich auf eure TAUSCH angebote!","Ich biete meine 2 Zimmer-Altbau Wohnung in Neukölln zum Tausch gegen eine 1 Zimmer Wohnung an.

Die ruhige im Hinterhaus gelegene Wohnung besteht aus zwei großzügig geschnittenen Zimmern mit jeweils hohen Decken und doppelten Flügelfenstern. Die Zimmer sind separat voneinander begehbar und eignen sich daher auch gut als WG Zimmer.
Das eine Zimmer mit ca. 23 qm Fläche verfügt über einen Kamin, Stuck an der Decke und einen Balkon mit Flügeltüren von dem man Abends den Sonnenuntergang sehen kann. 
Das andere Zimmer hat  20 qm Fläche, Blick zum ruhigen Innenhof und ist den ganzen Tag Lichtdurchflutet.
Nachts scheint sogar der Mond rein.
Der Innenhof hat einen Garten zur Mitbenutzung mit Sitzmöglichkeiten und Grillplatz

Die Küche ist hell hat ebenfalls ein großes Fenster mit Blick zum Innenhof. 
Die Einbauküche inkl. Gasherd ist schon etwas älter, bietet aber viele Staumöglichkeiten und eine große Arbeitsfläche. 

Das Badezimmer ist ein typisches schmales Berliner Bad mit Dusche und Fenster.

Die gesamte Wohnung ist mit hellem Laminatboden ausgelegt, das Badezimmer mit weißen Fliesen.
Allerdings wurde mir gesagt, dass unter dem Laminatboden alter Dielenboden liegt.


__________________

THIS ONE IS FOR SWAP ONLY!
please don't message me if you don't have an apartment to offer for an exchange.

Looking for someone who wants to SWAP a single room flat for my 2 room flat in Neukölln.
If youre interested and need any further details, feel free to contact me.
Looking forward!",0,0,52.466961,13.436399,0,0,2,2,,,,,,,,518,1000,0,1,0,130,2,6038138,,,3,0,0,,,,,,12051,8.633333333333333,3,,1,1,,0,0,TAUSCHE 2Zimmer Altbauwohnung Neukölln  SWAP ONLY,0,,678,0
Framstraße 00,60,0,2020-06-13,0000-00-00,0,1,0,0,,0,0,0,0,,,,,,1,4,1,"Das beste an der Wohnung ist aber fast ihre ideale Lage: Boulder- und Kletterhallen, Yogastudios und tolle Cafés, aber auch der Landwehrkanal, Görlitzer Park und die Hasenheide liegen in unmittelbarer Nähe. Die Einkaufsmöglichkeiten sind vielfältig, von Aldi und Lidl zu Kiezbiomarkt ist alles dabei und ca. 3-5 Minuten entfernt. Die U-Bahn Stationen Hermannplatz (U7, U8) und Schönleinstraße (U8) sind jeweils ca. 8 bzw. 10 Minuten entfernt. Eine Bushaltestelle (M41, 171, M29, 194) befindet sich in ca. 3-5 Minuten Entfernung.",,"Liebe Tauschinteressierte,

da wir Nachwuchs bekommen haben, würden wir gerne unsere sonnige und ruhige 2-Zimmer Altbauwohnung (60qm) im hippen Nord-Neukölln gegen etwas größeres tauschen (3-4 Zimmer, ab 85 qm), am liebsten in Kreuzberg, Schöneberg, Neukölln, Charlottenburg oder Steglitz. Wir wünschen uns wieder eine Alltbauwohnung mit Dielen und Badewanne, am liebsten auch mit Balkon.

Unsere Wohnung liegt am Reuterplatz unweit der U-Bahn Stationen Hermannplatz und Schönleinstraße und hat zwei etwa gleichgroße Zimmer (ca. 20 qm, daher perfekt WG-geeignet), eine Küche mit Platz zum Sitzen und ein Bad mit Badewanne und Fenster. In den Zimmern liegen Dielen, in Bad und Küche ein schöner alter Terrazzo-Boden. Die Wohnung ist unsaniert aber in gutem Zustand. Leider haben wir aber keinen Balkon, aber dafür einen wunderschönen Ausblick über eine große Schrebergartenanlage. Die Hausgemeinschaft ist toll, man kennt sich untereinander und leiht sich auch mal etwas aus oder feiert ein Sommerfest im Hinterhof. Wir ziehen hier nur ungern aus, aber leider gibt es keine größeren Wohnungen im Haus.

Solltet ihr etwas passendes zum Tauschen haben, freuen wir uns über eure Nachricht und schicken auch gerne noch mehr Fotos oder Informationen.

Viele Grüße,
S, J & L",0,0,52.489383,13.431518,1,0,2,2,,,,,,,,365,1000,4,0,0,190,2,7968515,,,1,0,0,,,,,,12047,6.083333333333333,3,,0,0,,0,0,NUR TAUSCH/SWAP: Sonnige 2 Zimmer Altbauwohnung in Neukölln gegen 3-4 Zimmer im Umkreis,0,,600,0
Greifswalder Straße bei der Sbahn Greifswalder Str.,54,0,2020-07-01,0000-00-00,0,1,1,1,,0,1,0,0,0,0,0,0,0,2,5,1,"Die Wohnung liegt quasi direkt bei der S-Bahnstation Greifswalder Straße - zu Fuß bist du in 2-3 Minuten dort. Die Ringbahn sowie viele andere S-Bahnen fahren von hier ab. Ansonsten gibt es auch noch die Tram M4, die von dort aus abfährt, man ist also bestens angebunden.","Da ich zum Einzug selbst eine Küche kaufen musste, werde ich diese gegen einen Abschlag weiterverkaufen (auch hierzu folgen Bilder). Die Küche ist nigelnagelneu (Ikea,Januar 2020 aufgebaut, da ich davor mit einer Übergangslösung gelebt habe).

Zu den 588 Euro Warmmiete kommen noch die Heizkosten, da die Wohnung mit einer Gasetagenheizung beheizt wird. Die Heizung läuft über eine elektrischen Regler, also supermodern, und kann ganz genau und mit vielen verschiedenen Funktionen/Befehlen eingestellt werden.","Hallo zusammen, ich habe die Wohnung selbst erst Mitte Juli 2019 bezogen, allerdings würde ich nun gerne den Bezirk wechseln, da ich mit Prenzlberg doch nicht so warm werde wie gehofft.

Entsprechend ""neu"" sieht die Wohnung also noch aus - vor allem auch, da sie vorher komplett saniert wurde. Die Wohnung hat einen schönen Dielenboden, glatt verputzte Wände, im Wohn-Ess-bereich hohe Decken und ist super ruhig, dadurch dass sie im Hinterhaus gelegen ist.

Die Wohnung besteht aus- 2 Zimmer, davon das große Zimmer mit offener Küche- 1 Bad mit Badewanne- 1 große Diele/Flur- 1 Kellerabteil

Direkt gegenüber befindet sich ein Edeka, der unter der Woche bis 24 Uhr geöffnet hat. Auch sonst gibt es in unmittelbarer Nähe alles, was man braucht.

Auf den Fotos seht ihr die Wohnung vorm Einzug, bei Bedarf kann ich mich gerne um aktuellere Bilder kümmern, falls gewünscht.


Was ich suche:
Ich suche nach einem 1-2-Zimmer Altbau in Schöneberg (bevorzugt), Kreuzberg, Mitte oder Wilmersdorf. Super wäre, wenn die Wohnung schön hell ist, es eine Badewanne gibt und einen Balkon, das ist nicht Alles ein Muss, sondern erstmal nur Wünsche :)",0,0,0.000000,0.000000,1,0,2,2,,,,,,,,498,1494,1,0,0,90,2,8036600,,,0,0,0,,,,,,10409,9.222222222222221,3,,0,1,,0,0,"Tausche meine 2-Zimmer-Wohnung in Prenzlberg gegen eine 1-2-Zimmer Wohnung in Schöneberg, Kreuzberg, Mitte oder Wilmersdorf",0,,588,0
9 Ohm Str.,100,0,2020-08-01,0000-00-00,0,0,0,0,,0,0,0,0,,,,,,1,0,0,"The neighborhood is very quiet and residential. IT is perfect for students or professionals that work and would prefer to be a little bit outside of the very busy parts of Berlin but still very close (short subway ride) if you would like to go to Mitte or Kreuzberg. You are on the border of Charlottenburg and Spandau so it is well situated. It is a short bike or train ride from the Schloss Charlottenburg, Spandau Places, and you can get to Mitte very easily from this location. It is very close to the U7 Train which is a great subway to live near because it will bring you to practically any neighborhood even the two airports very easily.","I ask that you please keep the place very clean. Most tenants hire a cleaning lady to come once a month or every few weeks. Also, very important is to mail any letters that I may have to my American friend Tim. Other than that I only ask that you take very good care of the place. Thank you.","Hello,
I am seeking to rent my beautiful lovely large apartment until next summer (or perhaps longer) while I am back in America (minimum of one year rental or at least until next summer). The location is right off the U7 subway line and on the border of N Charlottenburg and Siemensstadt. The area is quiet and perfect for students, professionals and young couples. There is also a very nice lake (jungfernheideteich) right near the place. The apartment comes fully furnished, with the internet, electricity and all amenities already set up for your convenience. The place is very big and spacious for storage too. Please email me immediately to have a look. The rent is 900 plus 250 for all bills so in total 1150 per month. Hope you like it! Please call---Rafael +49 162 7098599 to schedule a showing of the place.  Thanks!",0,0,52.534980,13.272490,0,0,1,0,,,,,,,,900,1150,0,0,0,250,3,5559658,,,1,0,0,,,,,,13629,9.0,0,,0,0,,0,0,Beautiful Huge Sunny 3 Bedroom Apartment!,0,,1150,0
Otto-Weidt-Platz 13,60,0,2020-08-01,0000-00-00,1,1,0,1,,0,1,1,1,2019,,,,7,2,2,0,,,"Biete zum TAUSCH: 

Zwei-Zimmerwohnung mit Balkon in Berlin-Mitte (Europacity) - Wohnbereich mit Parkettboden und offener Küche- Balkon angrenzend am Wohnzimmer mit Blick auf dem Kanal- Schlafzimmer mit blick auf dem gemeinsamen Innenhof- Geräumiges Badezimmer mit Badewanne und Duschabtrennung- Abstellkammer für u.a. Putzsachen

Mietkosten:- Warmmiete : €1262 - Stromkosten : 70€ / Monat für 2 Personen (Naturstrom von ePrimo, nicht in Warmmiete enthalten)- Tiefgaragenstellplatz kann optional zusätzlich angemietet werden: €80 / Monat

Weitere Informationen über die Wohnung:- Geeignet für maximal 2 Personen- 59,60 Quadratmeter - 1. Obergeschoss, Aufzug vorhanden- Neubau 2019- Glasfasernetz im gesamten Haus - Haustiere erlaubt (nach schriftlicher Zustimmung des Vermieters)- gemeinsamer Fahrradkeller - privater Kellerraum - separater Müllraum im Innenhof, dadurch sehr hygienisch draußen, nirgendwo schlechter Geruch 

Die Lage:- Komplett neues Baugelände mit neuen Spielplätzen im Innenhof- Brücke über dem Kanal im Aufbau - Park vor der Haustür wird angelegt- Direkte Busanbindung vorne auf der Heidestraße- Berlin Hauptbahnhof ist in 15 Minuten fußläufig erreichbar- Ruhige und grüne Umgebung: der Nordhafensee liegt direkt um die Ecke- Grünzone vom See bis zum Hauptbahnhof- Einkaufsmöglichkeiten in unmittelbarer Nähe: Supermarkt, Bäckerei, Blumenhandel, Vintage Bar und Co-Working Space öffnen demnächst im Gebäudekomplex auf der Seite der Heidestraße)- Kita in unmittelbarer Nähe 
-Treppenhausreinigung durch eine Firma, muss man also nicht selbst machen 

Was ihr bräuchtet: 
- Gehaltsnachweise der letzten 3 Monate mit ausreichendem Gesamteinkommen- Weitere Unterlagen wie Kopien der Personalausweise, Mietschuldenfreiheitsbescheinigung vom Vormieter, Selbstauskunft etc.- Kaution i.H.v. €2164 vor Beginn des Mietverhältnisses, auf dem Konto des Vermieters 



Suche zum TAUSCH : 

Eine Wohnung bis €1000 warm mit:- 2 Zimmern- Einbauküche - Balkon/Terasse- nicht im Erdgeschoss

In Berlin : - Charlottenburg- Friedrichshain - Kreuzberg- Mitte - Moabit- Prenzlauer Berg- Tempelhof - Schöneberg- Wedding- Weissensee



Gerne eine Privatnachricht oder WhatsApp an mich. Bei ernsthaftem Interesse können wir gegenseitig eine Einzelbesichtigung organisieren nach vorherigem, schriftlichem Austausch.",0,0,52.437993,13.228208,1,0,0,0,,,,,,,,1082,2064,1,0,0,180,2,8030082,,,5,1,0,,,,,,10557,18.033333333333335,12,,1,1,,0,0,Tausche 2-Zimmer Wohnung in Berlin ab August 2020,0,,1262,0
Falckensteinstraße,75,0,2019-03-01,0000-00-00,0,1,0,1,,0,1,0,0,,,,,,1,2,1,,,"HOME-SWAP ONLY. Please message me only if you have an apartment to swap!

Hallo,

wir mögen unsere Wohnung sehr, würden aber unter bestimmten Vorraussetzungen tauschen. 

Bitte nur mit PASSENDEM TAUSCHANGEBOT melden. Auf alle andere Nachrichten werde ich nicht antworten.

Was wir suchen:- ab 75qm- am besten kleiner Garten oder Balkon- mind. 3 Zimmer- maximal 1100€ warm...eher weniger (für 1100€ muss aber alles passen)- Hierarchie der bevorzugten Ecken: Alt-Treptow -> Kreuzberg -> Neukölln -> Treptower Park -> Friedrichshain -> Plänterwald- gerne Badewanne

Wenn möglich schickt Fotos oder hängt einen Link an.

Unsere Wohnung liegt im ruhigsten Teil der Falckensteinstraße. Sie hat zwei große Zimmer und ein kleines, eine separate Küche mit EBK, Bad mit Wanne und Fenster, abgeschliffene Dielen, Stuck, Flügeltüren, viel Stauraum. Bei Neuvermietung sollte die Miete fast bist garnicht steigen, derzeit 630 Warmmiete (Neuvermietung Juni 2017).",0,0,52.498599,13.442383,1,0,2,2,,,,,,,,520,,0,1,0,110,3,6176599,,,1,0,1,,,,,,10997,6.933333333333334,6,,0,0,,0,0,NUR TAUSCH! 3 Zimmer Kreuzberg Wrangelkiez,0,,630,0
Buttmannstrasse,80,0,2020-08-01,2020-07-31,0,1,0,0,,0,1,1,0,,,,,,2,11,0,,,"!!!SWAP/TAUSCH ONLY!!!
---------------ENGLISH--------------------
Hi all,

We are looking for a change of scenery, therefore for we looking to swap our lovely apartment.
The apartment is on the top floor so it is light, spacious and has a large terrace. An open plan living and dining area with plenty of room for entertaining. The bedroom faces the inner courtyard so it is quiet during the evenings. The apartment has three room and a large terrasse, perfect for summer evenings. There is also a smaller room off the bedroom which isn't pictured and is perfect as an office or childrens room.

The neighborhood is vibrant, lively and boasts a plethora of food options. Cafes, restaurants and plenty of Turkish and Arabic food in the area! There are also many supermarkets and stores within in 5 minute walk. 
The apartment is very well connected to public transport. Both underground and overground train stations are a short walk away.

We are looking for:
2-3 rooms
altbau
Mitte/P-Berg/Kreuzberg/Friedrichshain/Neukolln
Max 1200€

Please contact me directly for more details!

!!!! NUR TAUSCH!!!
------------------------------------------------------------------------
Hallo zusammen,

Wir sind auf der Suche nach einem Tapetenwechsel, also auf der Suche nach einem Tausch unserer schönen Wohnung.
Die Wohnung befindet sich im obersten Stockwerk, ist also hell, geräumig und verfügt über eine große Terrasse. Ein offener Wohn- und Essbereich mit viel Platz für Unterhaltung. Das Schlafzimmer liegt zum Innenhof, so dass es abends ruhig ist. Die Wohnung hat drei Zimmer und eine große Terrasse, perfekt für Sommerabende. Es gibt auch einen kleineren zimmer (12qm), der nicht abgebildet ist und sich perfekt als Büro oder Kinderzimmer eignet.

Die Nachbarschaft ist lebhaft, lebendig und bietet eine Fülle von Verpflegungsmöglichkeiten. Cafés, Restaurants und jede Menge türkisches und arabisches Essen in der Gegend! Es gibt auch viele Supermärkte und Geschäfte im Umkreis von 5 Gehminuten. 
Die Wohnung ist sehr gut an die öffentlichen Verkehrsmittel angebunden. Sowohl U- als auch Oberirdische Bahnhöfe sind in wenigen Minuten zu Fuß erreichbar.

Wir sind auf der Suche:
2-3 Zimmer
altbau
Mitte/P-Berg/Kreuzberg/Friedrichshain/Neukolln
Maximal 1200€

Bitte kontaktieren Sie mich direkt für weitere Details!",0,0,52.551232,13.377153,1,0,2,1,,,,,,,,700,2100,1,1,0,263,3,7531257,,,1,0,0,,,,,,13357,8.75,2,,0,1,,1,0,"TAUSCH/SWAP: Traumhaft dachgechoss wohung, 80qm, terrasse, 3 zimmer, Wedding",0,,963,1
Geygerstr.11,47,0,2020-07-15,0000-00-00,0,1,0,0,,0,1,0,0,,,,,,2,11,0,,,"Hallo zusammen, ich biete meine ganz besondere Wohnung zum tauschen an. Die Wohnung ist super hell und hat trotz Dachgeschoss hohe Decken. Es gibt eine sehr große sonnige Dachterrasse die nach hinten zum Garten raus geht.Das Zimmer ist sehr groß und lässt sich wunderbar in zwei Bereiche teilen. Im Zimmer gibt es zwei Kammern die ich als begehbare Kleiderschränke nutze. Kleines Bad mit Fenster und Badewanne. Eine Einbauküche ist vorhanden und in der Küche ist Platz für einen Esstisch.5.Stock ohne Fahrstuhl. Die Lage ist zentral und trotzdem sehr ruhig (die Wohnung liegt in einer kleinen Einbahnstraße). Nicht weit vom Kanal.  Einkaufsmöglichkeiten, Restaurans, Schwimmbad ganz in der  Nähe. Die Kaltmiete beträgt 287€ Betriebskosten 80€, Heizkosten 55€. Ich bekomme immer eine Nachzahlung. Meine Hausverwaltung stimmt einem Wohnungstausch zu.
Ich suche nach einer 2-3 Zimmer Wohnung in Neukölln, Kreuzberg, Treptow oder Schöneberg. Sehr gerne Dachgeschoss oder oberste Etage:-) Bei Interesse schicke ich gerne Fotos.",0,0,52.478915,13.443029,1,0,2,1,,,,,,,,287,,1,0,0,135,1,7945194,,,1,0,0,,,,,,12043,6.1063829787234045,2,,1,0,,1,0,Tausche große helle Dachgeschosswohnung mit großer Terrasse,0,,422,0
Pintschstraße,57,0,2020-07-15,0000-00-00,1,1,0,0,,0,1,1,0,,,,,,2,6,0,,,"ONLY SWAP- Please read everything :)
Hi all,

We are looking for a possibility to swap our beautiful apartment.
The furnished apartment is on the fifth floor has 2 bedrooms (7,5m2 and 12m2) a living room, small closet (washmachine), kitchen and a balcony(with an electric Grill). The bedrooms faces the inner courtyard so it is very quiet.

Each room comes with a double bed and in the living room has a sofa, a dinner table with 5 chairs a beautiful rack for TV and cabinet.
WGs unfortunately are not allowed.

The rent is €1350 with all the expenses (water, energie, WLAN included)
Anmeldung possible.

The apartment is very well connected to Tram M10/M8/M6 less than 5 minutes walk and one stop away from S-Bahn Ring (Landsberger Alle)

We are looking for:
3-2-1 rooms Wohnung  OR a big Room in a cool WG :)
Kreuzberg/Friedrichshain/Neukölln/Tempelhof/Schönenberg
Possibility for 2 Anmeldungen.
Max € 1100 warm

Any other questions please write me for more details.

Thank you!",0,0,52.521980,13.449044,0,0,2,1,,,,,,,,1350,1350,0,0,0,0,3,8049443,,,1,0,1,,,,,,10249,23.68421052631579,3,,0,1,,0,0,"NUR TAUSCH/ONLY SWAP - Tausche 3-Zi-Wohnung 57 m2 für 1-Zi / 2-Zi oder groß WG Zimmer (Fhain, Neukölln, Schönenberg,Tempelhof)",0,,1350,1
Oderstr.,63,0,2020-08-08,0000-00-00,1,1,0,0,,0,1,0,0,1920,1,181,3,4,2,4,0,"Das Objekt befindet sich mitten im Herzen Berlins im beliebten Szene-Stadtteil ""Friedrichshain"". Der Boxhagener Platz (der Boxi) und die Simon-Dach-Str. sind direkt um die Ecke. Der Simon-Dach-Kiez, der durch seine Vielfalt an Restaurants, Cafés und Bars besticht, bietet multikulturelles Flair. Und das nicht nur in kulinarischer Hinsicht, diverse, kleine, kulturelle Einrichtungen befinden sich hier und machen das Leben interessant. Friedrichshain ist als Wohnquartier bei jungen Leuten und Studenten wegen der bunten Jugend- und Kulturszene außerordentlich beliebt. Für Berliner Verhältnisse lebt hier eine sehr junge Bevölkerung.

Der Alexanderplatz ist nur wenige Kilometer entfernt, öffentliche Verkehrsmittel wie U- uns S-Bahn sind zu Fuß schnell erreichbar. Die nächsten beiden U-Bahnen Stationen sind 400 m ca. 4 min fußläufig entfernt.

Dank des nahe gelegenen ""Treptower Park"" sowie des ""Volkspark Friedrichshain"" sind Sie innerhalb von kurzer Zeit mitten im Grünen. Die Spree verläuft ebenfalls in der Umgebung und lädt zu Bootsfahrten entlang der Berliner Sehenswürdigkeiten ein.

Die Wohnlage zeichnet sich durch eine hervorragende Infrastruktur aus. Unzählige Geschäfte, Restaurants, Cafés und kulturelle Angebote geben Anwohnern und Besuchern die Gelegenheit, je nach Vorliebe, entspannte oder aufregende Abende zu verbringen.","Wünschenswert Mindestmietdauer von sechs Monaten. Bevorzugt werden Bewerber mit mind. einem Jahr Mietdauer.

Es wird eine Staffelmiete vereinbart gemäß 2% wirtschaftlicher Inflation. Diese greift erstmalig ab 01.08.2022.

Wünschenswert wäre auch, wenn der Mieter eine Haftpflichtversicherung hat. Die Kosten betragen hierfür i.d.R. jährlich maximal ca. 50 EUR pro Jahr.

Am Ende der Mietdauer findet eine gewerbliche Endreinigung statt, die an eine Fachfirma in Auftrag geben wird. Die Kosten sind vom Mieter zu zahlen und werden diesem bei Auszug von der Kaution abgezogen. Die Kosten hierfür betragen einmalig max. €123,20 inkl. MwSt.","Die schöne sonnige 2 Zimmer Wohnung befindet sich mitten im Herzen Berlins im beliebten Szene-Stadtteil „Friedrichshain“. Die gut geschnittene Wohnung (siehe Grundriss anbei) liegt im dritten Obergeschoss und verfügt über zwei Zimmer mit sonnigem Süd-Westbalkon und hübschen Blick auf das ruhige Wohn-Quarée. Beide Zimmer sind mit Laminatfußboden ausgestattet. Große Fensterfronten sorgen für lichtdurchflutete Wohnräume. In einem der beiden Zimmer verleihen Stuck-Verzierungen an der Decke einen zusätzlichen Charme. Das Haus ist von 1920 und wurde 1996 vollständige saniert. Die Wohnung verfügt über zwei schöne fast identische und gleich große Zimmer, die jeweils vom Flur betreten werden können. Die Wohnung wird NEU NEU !!!! möbliert mit einem Duschbad mit hellen Fliesen und hochwertiger Waschmaschine (von Bauknecht NP über 500 EUR), voll ausgestatteter Küche inkl. NEUEM Esstisch und zwei NEUEN Stühlen (hochwertig) vermietet. Auch wird die Wohnung künftig u.a. natürlich mit einem (ALLES NEU!!!!) Sofa oder Sessel, Tisch, großes Bett, Kleiderschrank, Lampen etc. ausgestattet sein. Die künftige moderne, gemütliche und NEUE Einrichtung lädt zum Erholen nach einem anstrengenden Arbeitstag ein. Anbei ein paar Beispielbilder, wie wir die Wohnung einrichten wollen, sobald Sie frei ist. Die Wohnung wird erstmals NEU möbliert vermietet. Details können vor dem Einzug nochmal besprochen werden, da die Wohnung NEU erstmalig ausgestattet wird. Die Möbel auf den Fotos sind von der aktuellen Mieterin und entsprechen nicht der künftigen Einrichtung. Die Mieterin zieht zum 31.07.2020 aus. Die Wohnung ist ab 08.08.2019 verfügbar (spätestens zum 15.08.2020).

Die aktuelle Mieterin belässt die Internetbox bis zum 30.09.2020 in der Wohnung (sofern erwünscht), so dass sofort Internet bei Einzug besteht. 

Bei der Besichtigung bringen Sie bitte folgende Unterlagen mit:

1) Schufaauskunft (diese erhaltet Ihr z.B. Online über Immoscout in wenigen Minuten), ggf. die von den Eltern bei Bürgschaftsübernahme
2) Kopie Personalausweis (bei Päarchen von beiden oder bei Bürgschaft von dem jeweiligen Elternteil und Mieter)
3) ggf. Mietschuldenfreiheit (diese bekommt Ihr vom aktuellen Vermieter oder Hausverwaltung)
4) Selbstauskunft siehe Anhang (diese könnt Ihr bei uns vor Ort ausfüllen und abgeben) und der Mappe beilegen, wenn Sie wirkliches Interesse an der Wohnung haben, wir haben Ausdrucke vorliegen am Samstag
5) Kopie der letzten drei Gehaltszettel, alternativ Bürgschaft von Eltern (falls Sie z.B. noch studieren)

Besichtigung am Samstag, den 27 Juni 2020 von 11:30 Uhr bis 14:30 Uhr. Bitte schreiben Sie eine kurze SMS an (siehe unten) mit Eurem Namen und Eurer E-Mail-Adresse und zu welcher Zeit Sie kommen mögen, damit wir Sie einplanen und die genaue Zeit der Besichtigung koordinieren können.
Wir teilen Ihnen dann den Namen auf der Klingel und die genaue Adresse mit.",1,0,52.510656,13.469703,2,0,2,2,,,,,,,,990,1980,1,1,0,195,2,8049156,,,1,0,0,,,,,,10247,15.714285714285714,4,,0,0,,0,1,schöne sonnige 2 Zimmer Wohnung im beliebten Szene-Stadtteil „Friedrichshain“ (NEUE Ausstattung und NEUE Möblierung),0,,1185,1
Adalbertstr. 84,60,0,2020-08-15,0000-00-00,0,1,0,1,,0,0,0,0,,,,,,1,2,0,"In der Adalbertstraße besteht eine ausgezeichnete Anbindung an den öffentlichen Nahverkehr. Diverse Buslinien sowie der UBahnhof „Kottbusser Tor“ sind nicht weit entfernt und bequem zu Fuß erreichbar. Auch mobil versprechen kurze Wege zur
Autobahn eine optimale Verkehrsanbindung. Sämtliche Einkaufsmöglichkeiten liegen in unmittelbarer Umgebung.","Falls Ihr Interesse an der Anmietung habt, können wir gerne kurzfristig einen Besichtigungstermin vor Ort oder über Skype vereinbaren.
Wir freuen uns über euer Interesse:
Email: placeholder_ad_text_email","Helle möblierte Wohnung im angesagtesten Viertel Berlins anzumieten.
Mindestmietdauer bis 31.03.2021. Jedes Zimmer verfügt über eine Schlafgelegenheit. Die Küche ist vollständig eingerichtet.
Gerne kann eine Anmeldung in dieser Wohnung (Einwohnermeldeamt) erfolgen.

Aufgrund der Corona-Situation wurde ein Zimmer zu einem ""Büro"" umfunktioniert, wie auf den Bildern erkennbar ist. Grundsätzlich besteht die Möblierung eines Zimmers aus: Bett, Nachttisch, Schrank, Teppich, Schreibtisch + Stuhl, kleines Regal und Deckenlampe. 

Eckdaten
Etage 1.OG
Personenaufzug – nicht vorhanden

Wohnfläche
Schlafzimmer 3
Badezimmer/Wanne/WC 1
Küche 1

Wifi - inklusive

Möblierung - inklusive
modern, funktional, einfach, gemütlich

Die Wohnung kann als ganzes zum oben stehenden Preis gemietet werden oder Zimmerweise nach der folgenden Kostenaufteilung:

Zimmer 1 ( 9,34 m2 530 € ) - frei ab 15.08.20
Zimmer 2 ( 12,23 m2 560 € ) - frei ab 15.08.20
Zimmer 3 ( 18,65 m2 590 € ) - frei ab 15.08.20

Der Mietpreis orientiert sich an der Größe des jeweiligen Zimmers.
Nebenkosten für Heizung, Wasser, Strom und Internet sind im Mietpreis enthalten.

Küche
Die vollständig eingerichtete Küche befindet sich in einem separaten Raum. Sie verfügt neben Kühlschrank, Herd/Backofen, über einen Wasserkocher sowie sämtliche Kochutensilien inkl. Geschirr, Gläsern und Besteck.",1,0,52.502497,13.419926,0,0,2,1,,,,,,,,1410,5040,1,1,1,270,3,8036080,,,0,0,0,,,,,,10997,23.5,2,,0,0,,0,0,3er WG gesucht! 3 Zimmer im Kreuzberger Kiez nahe Kottbusser Tor zu vermieten,0,,1680,1
