address,area,attic,available_from_date,available_to_date,balcony,bath,bath_availability,bike_cellar,cable_tv,carpet,cellar,dishwasher,elevator,energy_building_year,energy_certificate_type,energy_consumption,energy_efficiency_class,energy_source,flatmates_aged_from,flatmates_aged_to,flatshare_friendly,floor_level,floorboards,freetext_area_description,freetext_other,freetext_property_description,furnished,garden,geo_latitude,geo_longitude,green_energy,guest_toilet,handicap_accessible,heating,image,internet_dsl,internet_dsl_speed,internet_flatrate,internet_provider_change,internet_wlan,kaltmiete,kaution,kitchen_availability,laminate,languages,linoleum,nebenkosten,num_rooms,offer_id,offer_in_exchange,online_tour,parking_option,parquet,partly_furnished,pets_allowed,phone_analog,phone_flatrate,phone_isdn,phone_voip,postcode,public_transport_in_minutes,satellite_tv,shared_garden,shower,smoking_is_allowed,terrace,tiles,title,underfloor_heating,url,warmmiete,washing_machine
Amrumer strasse 8,75,0,2020-10-01,0000-00-00,1,0,0,1,,0,0,1,0,,,,,,,,2,3,0,"There are plenty of parking spaces in the building. If you decide to travel by means of the metro station (U9) it is located just below the house, as well as the bus stop. Also, across the street there is a convenient taxi rank. The apartment is well served thanks to the immediate proximity to the headquarters of the Polytechnic and the University Clinic.
The Underground provides you with a few stops to arrive at strategic points of the city: the Zoological Garden, the shopping area (Ku'damm), Friedrichstrasse and the downtown museums.
For those, however, he loves to relax the area offers many green spaces and outdoor activities: from a walk along the river (the Spree), a bike ride through the parks, for a dip in the swimming lake with beaches and services. A few hundred meters, or a convenient Metro station, there Mullerstrasse, street full of shops for every need.
We just have to wish you a great stay.",,"Finely restored and furnished in the summer of 2010. Every comfort.
APARTMENT DESCRIPTION: pure Italian style apartment, bright and quiet, located on the second floor of a typical Berlin building. The apartment of 75 sqm, all in original wooden floors, comprises: entrance / hallway, two large double bedrooms, one of which is equipped with balcony / terrace, spacious living room with kitchen and sitting area, bathroom with shower and closet. The entire apartment has been completely refurbished in summer 2010 and offers a relaxing atmosphere, thanks to the green that surrounds it and that gives the opportunity to enjoy the inner courtyard equipped with bicycle parking and games for children. District heating provides housing an ideal temperature all year round. The furniture offers all the comfort for a family and for two couples, so that we can live all year round.",1,0,52.543555,13.348064,1,0,2,1,,,,,,,1200,1100,0,0,,0,,2,5589272,,,1,1,0,,,,,,13353,1,,1,1,,0,0,Berlin: Beautiful apartment in the Mitte neighborhood,0,,1200,1
Reichenberger Straße 109,60,0,2018-07-01,0000-00-00,0,1,0,0,,0,0,1,0,,,,,,,,2,3,1,"Wohnung liegt superzentral, trotzdem gefühlt im Grünen - einen Block vom Spreekanal entfernt, eingerahmt von Görli-Park und der Grünfläche vor dem Treptower Park. Bushaltestelle fast direkt vor der Tür, U-Bahn Kotti oder Schönleinstraße ein paar Minuten entfernt. Reichhaltiges Angebot an Einkaufsmärkten, Restaurants, Cafes, Bars, auch zu Fuß ist man ruckzuck in Neukölln, Treptow oder Friedrichshain und kann somit innerhalb eines vergleichsweise kleinen Radius ziemlich viel erleben.","Ich arbeite unter der Woche am anderen Ende der Republik und komme normalerweise Freitag mittags nach Berlin wo ich bis Sonntag Nachmittag bleibe. Daher suche ich jemanden, der die Wohnung von Sonntag Nachmittag bis Freitag früh bewohnt. Ich bin unkompliziert und ziemlich befindlichkeitsfrei und würde mir das auch von meinem/r zukünftigen Mitbewohner/in wünschen. Hinterlass die Wohnung einigermaßen so, wie du sie angetroffen hast, das Gleiche mache ich für dich. Fühl dich zuhause, benutz meine Sachen, wenn du was kaputtmachst, greift deine Haftpflicht. Die solltest du haben, sowieso. Ich hab' die Wohnung in der Vergangenheit schon ein paar mal an Leute aus meinem Netzwerk untervermietet und  eigentlich immer gute Erfahrungen gemacht.","Wunderschöner, komplett renovierter Altbau im Herzen von Kreuzberg 36. Dielenböden, Bad mit Wanne, Einbauküche, Spülmaschine, Waschmaschine, Trockner, hohe Decken, große Fenster, hell, Gasheizung, ruhig und doch zentral. Großes Wohnzimmer, gemütliches, ruhiges Schlafzimmer da zum Innenhof gelegen, Küche ist komplett eingerichtet, auch Gläser, Geschirr und Kochutensilien sind vorhanden. Kreuzberger Altbaucharme plus moderner Komfort also. Bitte nur an Einzelperson, die die Wohnung Sonntag Nachmittag bis Freitag Mittag nutzen möchte.",1,0,52.494190,13.435870,0,0,2,1,,,,,,,650,650,0,0,,0,120,2,4568320,,,1,0,0,,,,,,10999,1,,0,1,,0,0,Traumhafte 2-Zi-Altbau im Herzen Kreuzbergs an Wochenendheimfahrer/Pendler zu vermieten,0,,770,1
Monumentenstrasse,91,0,2020-06-01,0000-00-00,1,0,0,0,,0,0,0,0,,,,,,,,1,6,0,,,Looking for a one bedroom apartment swap. MUST have a Balcony with sun. And MUST bathtub. Only contact me if you have these requirements. Thank you.,0,0,52.487349,13.376525,0,0,2,0,,,,,,,1200,2000,0,0,,0,100,3,7834491,,,0,0,0,,,,,,10965,0,,0,0,,0,0,Apartment swap! 2 bedroom,0,,2300,0
Bornholmer Straße 72,70,0,2020-06-10,0000-00-00,1,0,0,0,,0,0,0,0,,,,,,,,1,0,0,"Verkehrsgünstige Lage im Szenebezirk Prenzlauer Berg! Nur 4 Gehminuten bis zum S Bhf Bornholmer Straße (S1, S2, S25, S8), direkt vor der Tür die Haltestelle","Hell, unverbauter Blick (Kleingartenkolonie gegenüber); netter Kiez (""Nordisches Viertel"" im Prenzlberg), top Citylage.
Bezugsfertige Möblierung und Grundausstattung
Vorderhaus; Balkon; Keller; Abgeschlossenes Fahrradhäuschen im Innenhof.","VOLL MÖBLIERTE WOHNUNG IN TOP LAGE:
ca. 70 qm große, helle Wohnung im 3.OG mit 2 Zimmern sowie Küche (Einbauküche), Bad, Balkon und ein dazugehöriger Keller. Sehr gut geschnitten und verkehrsgünstig gelegen im schönen ""Nordischen Viertel"" (S-Bhf Bornholmer Straße, Tram vor der Tür, Schönhauser Allee fußläufig)!
Die Wohnung wurde 2018 vollständig renoviert und bezugsfertig eingerichtet.

Im sehr geräumigen Wohnzimmer gibt es einen Essbereich. Das Wohnzimmer hat einen kleinen Erker. Wohnzimmer und Schlafzimmer haben Stuckdecken. Vom Schlafzimmer gelangt man auf den kleinen Balkon.
Die Wohnung ist sehr gemütlich, modern und hell eingerichtet.
Ein weiteres Highlight der Wohnung ist der unverbaute Blick - gegenüber befindet sich eine Kleingartenkolonie, wodurch man einen wunderbaren freien und grünen Ausblick hat (vom Wohnzimmer und Schlafzimmer). Im Sommer sieht man schräg über der historisch bekannten ""Bösen Brücke"" wunderbare Sonnenuntergänge.",1,0,52.554105,13.403134,0,0,0,0,,,,,,,1200,1600,0,0,,0,,2,8041741,,,0,0,0,,,,,,10439,0,,0,0,,0,0,Wohnung zu vermieten,0,,1200,0
Käthe-Niederkirchner 32,45,0,2020-06-15,0000-00-00,1,1,0,0,,0,0,0,0,1904,,,,,,,2,2,1,"The building is located heart of Berlin in Prenzlauer Berg / Bötzow Kietz. There are many restaurants, stores and a beautiful Park less than a five minute walk away, and it's a six minute tramride from the Alexander Platz. Our neighbourhood is in an active and vibrant, yet civilized part of the city close to all the famous Berlin Landmarks. The 52 hectare park has several playgrounds and an outdoor cinema and beergarden in the summer.","This is a non-smoking apartment, and pets are not permitted. The maximum occupancy is one adult or one couple, and subletting is also not permitted. Other than that we like to keep it simple, so all we ask of tenants is that they treat the place like they would like others to treat their own. Our office is in the building, so we are here to hep you with any questions you might have during your stay.","Bright, open, freshly renovated  studio apartment with 3.5m high ceilings and a full bath (bathtub and shower)  and balcony in a traditional old school Berlin building in the heart of Berlin in Prenzlauer Berg / Bötzow Kietz. The apartment is furnished and has high speed internet (100mbit and higher) making it ideally suited for  graduate students and professionals that work a lot from home.There are many restaurants, stores and a beautiful Park less than a five minute walk away, and it's a six minute tram ride from the Alexander Platz. Our neighbourhood is in an active and vibrant, yet civilized part of the city close to all the famous Berlin Landmarks. The 52 hectare park has several playgrounds and an outdoor cinema and Biergarten in the summer.

Please send us an e-mail at buro@arthaus 32.com  or SMS or What's app at +49 15155148192   (no calls please) if you have questions or would like to arrange for a viewing.",1,0,52.530294,13.432336,1,0,0,2,,,,,,,1050,2200,1,0,,0,70,2,8003013,,,2,1,0,,,,,,10407,3,,0,1,,0,1,Newly renovated bright blacony Studio Apartment in the heart of Berlin,0,,1120,1
Hufelandstraße,48,0,2020-08-01,2018-09-30,0,0,0,0,,0,0,0,0,,,,,,,,2,5,0,"Die Wohnung liegt im Bötzowviertel im Prenzlauer Berg mit vielen schönen Cafés und Restaurants. 
Der Volkspark Friedrichshain ist direkt um die Ecke.
Einkaufsmöglichkeiten wie Lidl und Rewe sind fußläufig zu erreichen.

Gute Anbindung zu öffentlichen Verkehrsmitteln:
Bus 200 - 1 Minute Fußweg
M10 und M4 - ca. 7 Minuten Fußweg",,"Hallo!

Ich biete eine 48qm große 2-Zimmer Wohnung im Bötzowkiez. Die Wohnung ist saniert und sehr gut geschnitten, mit Badewanne, aber ohne Balkon. Die Küche würde ich gegen eine Ablöse in der Wohnung lassen. Aktuell beträgt die Warmmiete 610€.
Ich würde einige Gegenstände in der Wohnung lassen wollen.

Ich suche eine größere Wohnung im Prenzlauer Berg oder Mitte mit Balkon und Badewanne. Ab ca. 60qm, mit Balkon und Badewanne. Max. 1000€ warm.

Liebe Grüße
Kathrin",0,0,52.531230,13.433576,0,0,2,0,,,,,,,490,,0,0,,0,120,2,6751163,,,0,0,0,,,,,,10407,1,,0,0,,0,0,"SWAP/TAUSCH, 2-Zimmer, 48qm gegen größere Wohnung",0,,610,0
Richardstr,47,0,2019-02-22,0000-00-00,0,1,0,0,,0,0,0,0,,,,,6,,,1,4,0,Diverse Einkaufsmöglichkeiten fußläufig erreichbar U-Bahnhof Karl-Marx-Straße 2 Minuten entfernt Restaurants Ärzte Apotheken alles in der Nähe,Ausstattung der Wohnung eine Wohnküche Badewanne Laminat Bad alles neu mit Fliesen und die Festfenster wurden auch vor kurzem erneuert Die Wohnung ist sehr warm im Winter für weiteres einfach schreiben,"*Warmiete 555€*
Biete  hier eine zwei Zimmerwohnung in beliebten Neukölln die Wohnung hat 47 m² in der dritten Etage Fenster zum Hinterhof sehr ruhig gelegen",0,0,52.476361,13.442455,0,0,2,1,,,,,,,555,,0,1,,0,,2,7167628,,,1,0,0,,,,,,12043,0,,0,0,,0,0,Only swap / Tausche 2 Zimmer gegen 3-4 Zimmer,0,,555,0
Münsterlandstr. / Maximilianstr.,55,0,2020-07-15,0000-00-00,0,1,0,1,,1,1,0,0,,,,,,,,2,10,0,"The apartment is located within 7 minutes of walking distance from S-Bahn Station Nöldnerplatz. Via this connection you can reach the Alexanderplatz within 10 minutes & the other nice areas of Mitte, Friedrichshain, Kreuzberg & Neukölln
within 10 - 20 minutes. 

You`ll also have a good offer of shopping facilities around reachable within 2 - 10 minutes of walking distance.","As German bureaucracy usually proceeds, we would ask you to show us some papers before considering your application ;-)- income of the last 3 months- prove of future income (e.g working contract)- Schufa (if available)
-ID/passport Scan 

As insurance for the furniture & safety for us, we´d like you to have a 1920 € deposit. You´ll get the money back, when you move out. 

Please respect this is a non-smoking and pet apartment.","Hi everybody,

I am subletting a nice, cosy and fully furnished flat, suitable for one person or a couple.

Big Plus:
-big kitchen
-designer couch from Michalsky
-new washing machine
-new TV
-WiFi

Cost:
-Everything is included in the rent such as internet, electricity and water etc
-GEZ is not included
-for 2 people the apartment would cost 30 EUR more for variable cost

If you are interested, please send me the following papers to consider your application:- income of the last 3 months- prove of future income (e.g working contract)- Schufa (if available)
-ID/passport Scan

For any questions or an appointment to see the apartment, just let me know. I speak German and English.

Happy to hear from you soon.",1,0,0.000000,0.000000,3,0,2,1,,,,,,,670,1820,0,0,,1,240,2,6515505,,,1,1,0,,,,,,10317,3,,1,0,,0,1,Fully furnitured flat *Nöldnerplatz (Ostkreuz),0,,910,1
Walter-Linse-Str.2a,90,1,2020-06-12,0000-00-00,1,1,0,0,,1,0,0,0,,,,,,,,1,2,0,,,"For English see below! Price includes costs for heating, water, waste, monthly electricity amount and wifi etc.!
For a viewing please call my daughter/Für eine Besichtigung rufen Sie gerne meine Tochter an: 0163/9226446  
___________  
Die sonnige DG-Etage (geeignet für max. 2 Pers.) liegt in einem Zweifamilienhaus, in mitten südwestlich gelegener altberliner Stadtvillen und umgeben von Grün. Den Mietern steht ein separater Aufgang zur Verfügung.
  
Die Großraumwohnung (80 qm) ist sehr hell und mit Teppichboden ausgestattet.
Der 55 qm große Wohnraum teilt sich in drei Bereiche:   
1. die Wohnküche mit italienischen Terracota-Fliesen und dem sonnigen Essplatz unter den Dachflächenfenstern  
2. den Wohnraum mit einem gemütlichen Couchbereich, Sesseln und einem Diwan, der auch als Schlafgelegenheit genutzt werden kann   
3. dem entspannten Sitzbereich am elektrisch beheizten Kamin, mit Sesseln und zwei weiteren  Übernachtungsmöglichkeiten.   
 
Das separate Schlafzimmer (18 qm) ist mit einem französischen Bett ausgestattet sowie einem Hochschrank. Von dort aus gelangt man in das vollgeflieste Badezimmer mit Toilette.
 
Die Küche enthält einen Kühlschrank mit Gefrierfach, ein Vierflammenherd mit Backofen, Doppelspüle, Kaffeemaschine, Wasserkocher, Toaster, Mikrowellengerät mit Pizza- und Grillfunktion, Geschirr, Gläser, Besteck und Kochgeschirr.
 
Die Mieter können einen eigenen Sitzplatz im Garten sowie den Grillkamin in der Weinlaube nutzen, auch haben wir draußen überdachte Fahrradstellplätze für ausgedehnte Fahrraderkundungen durch die Stadt und die nahegelegenen Wälder und Seen.
Parkplätze stehen an der Straße stets genügend und kostenlos zur Verfügung. Die Höhe der Kaution richtet sich nach der Mietzeit. Die nächste Bushaltestelle (5 Min. Fußweg) ist „Karwendelstraße“. Die nächste S-Bahnstation „Lichterfelde-West“ ist ebenfalls 5 Min. mit dem Bus entfernt.
Es gibt viele nahegelegene Geschäfte, die Berliner Shopping-Malls - wie die Schloßstraße -, Museen, Restaurants und Cafés.
Das Brandenburger Tor, Unter den Linden, Potsdamer Platz, der Alexanderplatz (City-Ost) bzw. der Kurfürstendamm, der Berliner Zoo und die Gedächtniskirche (City-West) sind mit
den öffentlichen Verkehrsmitteln unkompliziert und in 20-30 Minuten erreichbar.
___                                                          
Spacious full-furnished and sunny flat in a one-family home, 80 sqm and your own floor, best located for a relaxed living and working in Berlin, independent separate entrance, few minutes walk away to FU Campus, large queen-size bed, fully equipped kitchen, WiFi, cozy chimney in the living-room, barbecue and sunny place in the garden. The house is very well connected to the highway network and to the public transport. Within 20 minutes you are in the City Center of Berlin and Potsdam.",1,1,52.434817,13.307406,0,0,2,1,,,,,,,980,1000,0,0,,0,0,2,1846250,,,1,0,0,,,,,,12203,3,,1,0,,0,1,Helles Dachgeschoss 90qm (geeignet für 2 Pers.) nahe FU Campus,0,,980,1
Himbeersteig xx,67,0,2020-09-01,2020-01-15,1,1,0,1,,0,0,1,0,1983,,,,,,,2,2,0,"In einer sehr ruhigen, grünen parkähnlichen Wohnanlage. Strassen sind ""Spielstrassen"", rot geklinkert. So gut wie kein Durchgangsverkehr. 

Supermärkte, Bushaltestelle, Bio-Markt, 
vor allem aber Grünanlagen, Parks, Wälder, Seen - alles zu Fuß oder mit dem Fahrrad sehr gut erreichbar.

Einkaufszentren in 10 Minuten mit dem Rad 

2 S-Bahn Stationen (S7 oder S1) in 8 bzw. 10 Minuten mit dem Rad zu erreichen.

Bushaltestelle Linie 118 in 3 Minuten zu Fuß. .","Für alle, die es ruhig, grün und mit guter Luft lieben - und trotzdem gut angebunden sein wollen in die City West (Ku'damm) oder City Ost (Alexanderplatz / Friedrichstrasse). 

ACHTUNG: 
- Ich suche einen Nachmieter, der die Wohnung schnellstmöglich übernimmt.- Einziehen kann nur, wer einen WBS (Wohnberechtigungsschein) hat.- Die Möbel auf den Fotos müssen übernommen werden. Dafür wird eine Ablöse von 2500,- EUR fällig.

Meldet Euch nur, 

1.  wenn ihr einen WBS habt oder antragsberechtigt seid 
2. wenn ihr bereit und in der Lage seid, die 2500,- EUR für die Möbel zu bezahlen.","Wohnung
Sehr helle, freundliche 2 Zimmer Maisonnette Wohnung in Zehlendorf, genauer in Nikolause / Schlachtensee.

2 Etagen / Maisonnette!

Unten:
Geräumiges Wohnzimmer mit offener Küche
Flur

Oben:
Bad,
kleiner Flur,
Schlafzimmer

Die Wohnung ist toll für Paare oder Einzelpersonen, aber weniger geeignet für Alleinerziehende mit Kind, da sich das Wohnzimmer wegen seiner Lage und des offenen Schnitts nicht als Schlafzimmer eignet.

Von allen Räumen hat man einen tollen Weitblick in die umliegenden Gärten!
Mit großzügigem Balkon, sehr schöner Blick ins Grüne, Südwest-Lage.

Insgesamt ist die Wohnung wirklich sehr hell, auch im Winter!

Sehr ruhig gelegen. Parks und Grünanlagen und alle Shopping-Möglichkeiten in der Nähe.

Sehr schnelles Internet (echte 200 Mbit/s).


Spülmaschine, Fahrradkeller.

Weiteres sehr gerne auf Anfrage. Schreibt mir einfach.

Lage
In einer sehr ruhigen, grünen parkähnlichen Wohnanlage. Strassen sind ""Spielstrassen"", rot geklinkert. So gut wie kein Durchgangsverkehr.

Supermärkte, Bushaltestelle, Bio-Markt,
vor allem aber Grünanlagen, Parks, Wälder, Seen - alles zu Fuß oder mit dem Fahrrad sehr gut erreichbar.

Einkaufszentren in 10 Minuten mit dem Rad

2 S-Bahn Stationen (S7 oder S1) in 8 bzw. 10 Minuten mit dem Rad zu erreichen.

Bushaltestelle Linie 118 in 3 Minuten zu Fuß. .

Sonstiges
Für alle, die es ruhig, grün und mit guter Luft lieben - und trotzdem gut angebunden sein wollen in die City West (Ku'damm) oder City Ost (Alexanderplatz / Friedrichstrasse).

ACHTUNG:

Bitte beachten Sie: 

1. Die Wohnungsbaugesellschaft kann nur und ausschließlich Mieter mit WBS akzeptieren! 

2. Sie müssen ein Netto-Einkommen von ungefähr 2000 EUR/Monat (oder mehr) nachweisen. 

3. Es werden 2500,- EUR Abstand für die Möbel auf den Bildern fällig.

4. Es handelt sich um eine Maisonette Wohnung. 
Es gibt ein Schlafzimmer oben und ein sehr offenes Wohnzimmer unten. Immer, wenn Sie in die Küche wollen oder jemand die Wohnung betritt, muss man durch das Wohnzimmer hindurch. Wenn Sie also zwei **separate** Zimmer brauchen (z.B. ein zweites Schlafzimmer oder ein separates Kinderzimmer), wäre die Wohnung aus meiner Sicht nicht gut geeignet. 

Melden Sie sich bitte nur, wenn diese vier Punkte für Sie kein Problem darstellen.

Vielen Dank.",1,0,0.000000,0.000000,1,0,2,1,,,,,,,610,1770,1,1,,0,120,2,7519025,,,1,0,0,,,,,,14129,4,,0,1,,0,0,"Sehr helle, freundliche 2 Zimmer Maisonnette 67qm mit Weitblick ins Grüne in Zehlendorf - nur mit WBS !!",0,,730,0
Ringstraße,64,0,2020-07-01,0000-00-00,0,0,0,0,,0,0,0,0,,,,,,,,2,0,0,,,"NUR TAUSCH! // SWAP ONLY

BIETE: Diese schöne 2 Zimmerwohnung in Tempelhof an. Sie ist super gelegen und direkte Anbindungen zur Schlossstraße. Wichtig:
• KEIN Jobcenter
• geregeltes Einkommen
• unbefristetes Arbeitsverhältnis
• Nettoeinkommen mind. das Dreifache der Miete

SUCHE: Eine schöne 1,5-2 Zimmerwohnung in Steglitz / Friedenau / Dahlem oder Wilmersdorf.... alles in City West ist okay.
• Miete Max. 500€ Warm !!

Unseriöse Nachrichten und Interessenten werden nicht beachtet.

Freue mich auf eure Anfragen :-)",0,0,52.436847,13.293139,0,0,2,0,,,,,,,600,,0,0,,0,,2,8034157,,,0,0,0,,,,,,31,0,,0,0,,0,0,"SWAP ONLY / NUR TAUSCH 2 Zimmer gegen 1,5",0,,600,0
Wismarplatz,54,0,2020-08-01,0000-00-00,0,1,0,0,,0,0,0,0,,,,,,,,1,3,0,"U Bahn Samariterstraße fußläufig in 5 Minuten, S Bahn in 10 Minuten.","Ich habe eine unbefristete Festanstellung sowie eine positive Schufa. Das Einkommen des oder der Interessenten muss das dreifache der Warmmiete ausmachen.

Es wird ausdrücklich darauf hingewiesen, dass die im Inserat angegebene Miete diejenige Miete ist, welche im Mietvertrag vereinbart werden wird.
Während der Geltungsdauer des Berliner Mietendeckels (MietenWoG Bln) wird als Zahlbetrag bis auf weiteres lediglich die Nettokaltmiete gem. Mietendeckel in Höhe von 490 € von dem Vermieter entgegengenommen werden.
Insbesondere wird sich der Vermieter im Mietvertrag die Nachforderung von Differenzen und zukünftig vollständige Zahlung insbesondere für den Fall vorbehalten, dass der Berliner Mietendeckel (MietenWoG Bln) ganz oder teilweise verfassungswidrig bzw. nichtig ist, endet oder außer Kraft tritt.","Swap only!!! Messages with no flat in exchange will be ignored.

Ich tausche meine 54qm große 2 Zimmerwohnung im Friedrichshain, da ich mit meiner Verlobter zusammenziehen möchte:- Altbau mit Isolierglasfenster- französische Balkon zum ruhig und grün Innenhof- Wannenbad- nette, ruhige Nachbarn- unbefristeter Mietvertrag- Fahrradkeller- Keller- Haustiere erlaubt- Einbauküche kann gegen einen Abstand übernommen werden.

Ich suche eine ruhige Wohnung in Friedrichshain, Rummelsburg, Karlshorst, Lichtenberg, Weissensee oder Prenzlauer Berg:- mindestens 70qm und 3 oder 4 Zimmer groß- unbefristeter Mietvertrag- Haustiere müssen erlaubt sein- Balkon- Einbauküche- Keller",0,0,52.511284,13.463684,3,0,2,1,,,,,,,563,1500,0,0,,0,140,2,8011041,,,0,0,0,,,,,,10247,5,,0,0,,0,0,Swap only! Please read! Nur Tausch! | 2-Zimmerw. gegen 3-Zimmerw. Friedrichshain,0,,703,0
Silbersteinstraße,60,0,2019-02-01,0000-00-00,1,0,0,0,,0,0,0,0,,,,,,,,1,4,0,"Die Wohnung befindet sich in der Silbersteinstraße, eine Seitenstraße der Hermannstraße.
Der S-U Hermannstraße mit Anbindung zur U8 und S- und Ringbahn ist in ca. 3min fußläufig zu erreichen.

Zum Hermannplatz beispielsweise benötigt man mit der Ubahn 6 Minuten.

Einkaufsmöglichkeiten wie REWE, Netto, Dm und Aldi, sowie viele Imbisse und Restaurants sind ebenfalls in ca. 3min zu Fuß zu erreichen.
Das Tempelhoferfeld zum spazieren gehen und der wunderschöne Schillerkiez mit vielen Cafes und Bars sind ca. 10 min zu Fuss entfernt.

Die anderen Bewohner des Hauses sind sehr freundlich, überwiegend Studenten oder Familien.","Wir haben jetzt ca. 3 Jahre in dieser Wohnung gelebt und uns immer sehr wohl gefühlt. Allerdings wollen wir die WG nun auflösen und ich bin auf der Suche nach einer ebenso schönen 1 Zimmerwohnung. 
Mir wäre wichtig, dass sich die neue Wohnung in Neukölln, Kreuzberg, Mitte oder Pberg befindet. 
Hauptsache nicht Wedding. Und bitte nicht teurer als 550 warm.

Ich freue mich auf eure TAUSCH angebote!","Ich biete meine 2 Zimmer-Altbau Wohnung in Neukölln zum Tausch gegen eine 1 Zimmer Wohnung an.

Die ruhige im Hinterhaus gelegene Wohnung besteht aus zwei großzügig geschnittenen Zimmern mit jeweils hohen Decken und doppelten Flügelfenstern. Die Zimmer sind separat voneinander begehbar und eignen sich daher auch gut als WG Zimmer.
Das eine Zimmer mit ca. 23 qm Fläche verfügt über einen Kamin, Stuck an der Decke und einen Balkon mit Flügeltüren von dem man Abends den Sonnenuntergang sehen kann. 
Das andere Zimmer hat  20 qm Fläche, Blick zum ruhigen Innenhof und ist den ganzen Tag Lichtdurchflutet.
Nachts scheint sogar der Mond rein.
Der Innenhof hat einen Garten zur Mitbenutzung mit Sitzmöglichkeiten und Grillplatz

Die Küche ist hell hat ebenfalls ein großes Fenster mit Blick zum Innenhof. 
Die Einbauküche inkl. Gasherd ist schon etwas älter, bietet aber viele Staumöglichkeiten und eine große Arbeitsfläche. 

Das Badezimmer ist ein typisches schmales Berliner Bad mit Dusche und Fenster.

Die gesamte Wohnung ist mit hellem Laminatboden ausgelegt, das Badezimmer mit weißen Fliesen.
Allerdings wurde mir gesagt, dass unter dem Laminatboden alter Dielenboden liegt.


__________________

THIS ONE IS FOR SWAP ONLY!
please don't message me if you don't have an apartment to offer for an exchange.

Looking for someone who wants to SWAP a single room flat for my 2 room flat in Neukölln.
If youre interested and need any further details, feel free to contact me.
Looking forward!",0,0,52.466961,13.436399,0,0,2,2,,,,,,,518,1000,0,1,,0,130,2,6038138,,,3,0,0,,,,,,12051,3,,1,1,,0,0,TAUSCHE 2Zimmer Altbauwohnung Neukölln  SWAP ONLY,0,,678,0
"Bergmannstraße, 89",33,0,2020-07-01,0000-00-00,0,1,0,0,,0,0,0,0,,,,,,,,2,0,1,"Die Wohnung liegt mitten auf der Bergmannstraße, sobald man aus der Haustüre tritt findet man auf der linken Seite die Markthalle, den Marheinekeplatz und auf der rechten Seite sind mit ca. 10 Minuten Fußmarsch der Mehringdamm und Victoriapark zu erreichen.
Mit einem Wochenmarkt, dem Biocompany direkt vor der Türe und Netto und Edeka in der Bergmannstraße ist für reichlich Einkaufmöglichkeiten gesorgt.
Gneisenaustraße ist mit 5 Minuten Entfernung die nächste U-Bahn-Station, eine Bushaltestelle gibt es direkt vor der Haustüre.","Diese Anzeige ist als Tauschangebot gedacht:
Da mir Home-Office und Online Studium alleine in der Wohnung nun doch etwas zu eintönig geworden sind, bin ich auf der Suche nach einer neuen Wohnsituation d.h. einer maybe not complete Party Wg in der jede/jeder ihr/sein Ding machen kann, man aber trotzdem in irgendeiner Form ein Zusammenleben teilt, gerne viele Menschen, Stadtteil wäre mir fast egal…
Für die Vermittlung einer coole WG, hätte ich im Tausch also diese Wohnung anzubieten, vielleicht findet man sich da ja😊
Einzugsdatum wäre ab sofort oder ab bald, wie es eben passt..
Liebe Grüße
Hannah","Die Wohnung besteht aus einem Zimmer, sowie einer separaten Küche und Badezimmer. Sie liegt im 1.OG des Hinterhauses und ist mit hohen Decken, weiß gestrichenen Holz-Dielen ausgestattet, Straßenlärm dringt keiner in die Wohnung. Eine Einbauküche ist vorhanden, genauso können falls gewünscht das selbstgebaute Hochbett-Konstrukt sowie Kühlschrank etc. übernommen werden.",0,0,52.489337,13.393181,0,0,2,0,,,,,,,363,866,0,0,,0,70,1,8047689,,,2,0,1,,,,,,10961,5,,0,1,,0,0,*Tauschangebot* wunderschöne Bergmannstraßen-1Zi-Wohnung gegen WG-Zimmer,0,,433,1
Alt-Friedrichsfelde 65A,55,0,2020-07-01,0000-00-00,1,1,0,0,,0,1,0,1,,,,,,,,2,7,0,,,"Hallo,
ich suche hiermit nach einem Nachmieter für eine 2 Zimmer Wohnung in Lichtenberg ab 01 Juli. Die Wohnung ist mit dem öffentlichen Verkehrsmittel gut erreichbar (2 Haltestellen mit den Bussen 194 und 192 ab S-bhf Friedrichsfelde Ost) oder auch mit dem Bus 108.
Die Wohnung ist im 13.OG und das Gebäude hat einen Fahrstuhl.
Der Interessent muss folgendes nachweisen:

-Gehaltsnachweis laufendes Jahr
-Schufa-Auskunft
-Mietschuldenfreiheit

 
Die Miete beträgt mtl. €640 plus Nebenkosten €140. Eine Kaution in Höhe von €1920 muss gestellt werden.",0,0,52.510629,13.535629,0,0,1,0,,,,,,,640,1920,1,0,,1,140,2,8048399,,,1,0,0,,,,,,10315,5,,0,1,,0,0,Nachmieter für eine 2 Zimmerwohnung in Berlin Lichtenberg gesucht,0,,780,0
